,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
295,Zhangye,38.9342,100.4517,86.5,27,7,6.53,CN,1624700408
296,Saurimo,-9.6608,20.3916,79.12,41,0,8.05,AO,1624700408
297,Peleduy,59.6289,112.7406,84.22,31,55,1.95,RU,1624700408
298,Sechura,-5.5569,-80.8222,64.13,84,14,9.19,PE,1624700409
299,Havre-St-Pierre,50.2334,-63.5986,59.59,94,90,5.75,CA,1624700409
300,Ankazobe,-18.3167,47.1167,68.41,36,1,2.75,MG,1624700409
301,Puri,19.8,85.85,82.92,66,90,10.65,IN,1624700410
302,Camacha,33.0833,-16.3333,65.62,60,75,8.05,PT,1624700410
303,Maxixe,-23.8597,35.3472,84.07,36,0,10.13,MZ,1624700411
304,Phan Thiet,10.9333,108.1,87.12,65,83,15.28,VN,1624700411
305,Şırnak,37.5228,42.4594,91.42,9,0,9.95,TR,1624700412
306,Evensk,61.95,159.2333,56.48,79,54,5.37,RU,1624700412
307,Xam Nua,20.4197,104.0439,79.39,73,96,2.91,LA,1624700412
308,Ambilobe,-13.2,49.05,87.87,31,5,1.52,MG,1624700413
309,Moa,20.6569,-74.9403,78.15,82,28,9.98,CU,1624700413
310,Tsaratanana,-16.7833,47.65,82.56,30,0,2.59,MG,1624700414
311,Hirara,24.8,125.2833,80.87,100,75,8.05,JP,1624700414
312,Mumbai,19.0144,72.8479,89.58,70,40,12.66,IN,1624700216
313,Humberto de Campos,-2.5983,-43.4611,74.73,93,31,3.83,BR,1624700414
314,Cabo San Lucas,22.8909,-109.9124,80.82,79,64,11.07,MX,1624700415
315,Rayevskiy,54.0658,54.9468,85.93,52,99,12.12,RU,1624700415
316,Kavieng,-2.5744,150.7967,82.27,75,9,8.95,PG,1624700416
317,Matara,5.9485,80.5353,81.21,81,100,14.45,LK,1624700416
318,Labuhan,-6.8844,112.2051,82.94,77,31,7.87,ID,1624700416
319,Tuyen Quang,21.8233,105.2181,94.82,53,57,4.5,VN,1624700417
320,Nehe,48.4833,124.8333,75.79,60,52,9.6,CN,1624700417
321,Pachino,36.7186,15.0907,102.24,49,73,9.73,IT,1624700417
322,Portsmouth,50.799,-1.0913,69.49,71,48,8.79,GB,1624700362
323,Sinnamary,5.3833,-52.95,76.48,88,24,8.79,GF,1624700418
324,Vilhena,-12.7406,-60.1458,64.96,67,21,3.15,BR,1624700418
325,Manokwari,-0.8667,134.0833,80.53,78,100,10.07,ID,1624700419
326,Plouzané,48.3833,-4.6167,57.52,86,75,3.44,FR,1624700419
327,Pandan,14.0453,124.1694,83.39,75,98,4.38,PH,1624700420
328,Kautokeino,69.0125,23.0412,52.57,53,97,7.83,NO,1624700420
329,Olbia,40.9214,9.4856,82.45,47,0,6.91,IT,1624700420
330,Sittwe,20.15,92.9,84.27,75,68,8.72,MM,1624700421
331,Bagdarin,54.4333,113.6,64.94,80,76,3.87,RU,1624700421
332,Yershov,51.3513,48.2766,93.36,33,90,3.98,RU,1624700422
333,Norman Wells,65.282,-126.8329,57.24,82,75,2.3,CA,1624700422
334,Cabedelo,-6.9811,-34.8339,70.47,80,11,15.35,BR,1624700422
335,Katangli,51.7102,143.2326,43.56,89,100,11.72,RU,1624700423
336,Longyearbyen,78.2186,15.6401,40.84,81,40,6.91,SJ,1624700423
337,Xining,36.6167,101.7667,68.95,60,97,5.3,CN,1624700424
338,Cravo Norte,6.3017,-70.2041,72.81,93,34,2.95,CO,1624700424
339,San Patricio,28.017,-97.5169,84.29,84,15,12.62,US,1624700424
340,Gamba,-2.65,10.0,77.52,76,100,6.44,GA,1624700425
341,Ranfurly,-45.1333,170.1,39.65,90,32,2.33,NZ,1624700425
342,Kainantu,-6.2887,145.8655,60.62,97,68,0.98,PG,1624700425
343,Fairbanks,64.8378,-147.7164,60.93,67,75,4.61,US,1624700177
344,Harper,4.375,-7.7169,79.21,81,99,1.3,LR,1624700426
345,Chaman,30.9236,66.4512,94.95,4,0,14.2,PK,1624700426
346,Chumikan,54.7183,135.315,43.59,93,100,2.68,RU,1624700427
347,Petropavlovsk-Kamchatskiy,53.0452,158.6483,52.39,71,75,6.71,RU,1624700427
348,Sioux Lookout,50.1001,-91.917,60.87,88,90,5.75,CA,1624700427
349,Sawākin,19.1059,37.3321,100.47,29,57,9.57,SD,1624700428
350,Verkhniye Kigi,55.4083,58.6044,81.48,56,75,9.31,RU,1624700428
351,Yulara,-25.2406,130.9889,55.24,44,0,8.05,AU,1624700429
352,Comodoro Rivadavia,-45.8667,-67.5,40.86,52,0,17.27,AR,1624700429
353,Poum,-20.2333,164.0167,74.64,77,98,17.94,NC,1624700429
354,Bam,29.106,58.357,95.25,10,0,17.58,IR,1624700430
355,Aketi,2.7388,23.7833,95.32,36,4,1.86,CD,1624700430
356,Ust'-Omchug,61.15,149.6333,66.25,50,42,0.83,RU,1624700236
357,Máncora,-4.1078,-81.0475,69.78,75,5,2.55,PE,1624700431
358,Puerto Maldonado,-12.6,-69.1833,72.32,72,80,2.01,PE,1624700431
359,Arroyo de la Encomienda,41.6096,-4.7969,78.73,40,0,11.5,ES,1624700432
360,Mora,11.0461,14.1401,90.99,30,31,6.2,CM,1624700432
361,Osoyoos,49.0331,-119.4524,80.74,57,1,2.3,CA,1624700432
362,Egvekinot,66.3167,-179.1667,43.05,53,31,2.84,RU,1624700433
363,Kirakira,-10.4544,161.9205,79.0,86,100,12.35,SB,1624700433
364,Aksu,41.1231,80.2644,90.66,13,4,7.81,CN,1624700434
365,Brooks,50.5834,-111.8851,59.63,88,92,2.3,CA,1624700434
366,Doka,13.5167,35.7667,89.33,39,95,8.75,SD,1624700435
367,Penzance,50.1186,-5.5371,58.77,87,20,5.75,GB,1624700435
368,Coffs Harbour,-30.3,153.1333,52.12,91,0,2.3,AU,1624700435
369,Yatou,37.15,122.3833,73.33,76,32,12.5,CN,1624700436
370,Nyurba,63.2842,118.3319,82.09,41,71,2.35,RU,1624700436
371,Saint-Leu,-21.15,55.2833,77.83,82,14,5.66,RE,1624700437
372,Salalah,17.0151,54.0924,86.09,74,75,14.97,OM,1624700433
373,Lábrea,-7.2586,-64.7981,70.63,93,78,2.3,BR,1624700437
374,Goderich,43.7501,-81.7165,69.21,94,94,10.36,CA,1624700190
375,Igrim,63.1906,64.4162,62.42,53,100,5.53,RU,1624700438
376,Sozopol,42.4167,27.7,73.74,62,54,1.72,BG,1624700438
377,Ciudad Guayana,8.3533,-62.6528,71.78,93,51,1.28,VE,1624700438
378,Nānākuli,21.3906,-158.1547,76.98,69,75,5.75,US,1624700439
379,Tomatlán,19.9333,-105.25,76.01,86,100,2.75,MX,1624700439
380,Coxim,-18.5067,-54.76,64.17,51,7,4.12,BR,1624700235
381,Kalemie,-5.9475,29.1947,80.53,50,31,12.06,CD,1624700440
382,Tyukhtet,56.5389,89.3011,58.23,81,100,10.85,RU,1624700440
383,Maniwaki,46.3834,-75.966,63.14,100,100,8.05,CA,1624700441
384,Blanquefort,44.9125,-0.6366,77.31,59,75,3.44,FR,1624700441
385,Vestmanna,62.1564,-7.1664,47.32,100,90,11.5,FO,1624700441
386,Suşehri,40.1644,38.0867,79.16,43,10,3.44,TR,1624700442
387,Zonguldak,41.25,31.8333,76.05,64,37,6.53,TR,1624700442
388,Udachny,66.4167,112.4,77.02,33,96,9.17,RU,1624700442
389,Nyrob,60.733,56.7202,78.31,40,45,7.31,RU,1624700443
390,Ancud,-41.8697,-73.8203,41.92,81,65,0.92,CL,1624700443
391,Ilulissat,69.2167,-51.1,41.02,87,90,8.05,GL,1624700444
392,Rockport,28.0206,-97.0544,85.01,84,40,3.0,US,1624700444
393,San Rafael del Sur,11.8485,-86.4384,73.98,88,58,4.94,NI,1624700444
394,Buin,-33.7333,-70.75,44.64,82,88,4.25,CL,1624700445
395,Nikolskoye,59.7035,30.7861,75.09,80,99,5.21,RU,1624700445
396,Cotuí,19.0527,-70.1494,77.18,98,100,0.25,DO,1624700445
397,Beidao,34.5686,105.8933,73.92,72,94,2.46,CN,1624700446
398,Maragogi,-9.0122,-35.2225,73.62,75,87,7.67,BR,1624700446
399,Mahdasht,35.7299,50.8111,94.86,12,0,9.22,IR,1624700447
400,Solnechnyy,50.7214,136.6319,60.22,98,100,2.08,RU,1624700447
401,Joensuu,62.6012,29.7632,73.89,73,94,3.0,FI,1624700447
402,Măgura,45.2667,26.5833,87.62,50,80,4.23,RO,1624700448
403,Okha,53.5739,142.9478,47.37,82,71,9.93,RU,1624700448
404,Novonikolayevskiy,50.9738,42.3649,89.94,39,85,4.54,RU,1624700448
405,Bredasdorp,-34.5322,20.0403,61.92,45,13,21.85,ZA,1624700449
406,Partūr,19.6,76.2167,87.22,53,100,10.87,IN,1624700449
407,Kruisfontein,-34.0033,24.7314,64.89,58,35,28.7,ZA,1624700450
408,Dalmeny,52.3334,-106.7679,60.53,82,20,9.22,CA,1624700450
409,Atambua,-9.1061,124.8925,75.7,83,65,2.15,ID,1624700450
410,Markala,13.7021,-6.0659,89.69,36,86,4.47,ML,1624700451
411,Presidencia Roque Sáenz Peña,-26.7852,-60.4388,59.7,94,100,2.95,AR,1624700451
412,Vardø,70.3705,31.1107,53.8,70,49,12.73,NO,1624700452
413,Inírida,3.8653,-67.9239,71.1,99,69,1.7,CO,1624700452
414,Bom Jesus da Lapa,-13.255,-43.4181,62.94,59,0,5.1,BR,1624700452
415,Deputatsky,69.3,139.9,75.83,35,100,2.28,RU,1624700453
416,Ponca City,36.707,-97.0856,72.09,96,20,5.01,US,1624700287
417,Monrovia,6.3005,-10.7969,76.77,82,100,4.94,LR,1624700391
418,Province of Brindisi,40.5833,17.6667,94.19,40,2,9.31,IT,1624700454
419,Sindor,62.8629,51.8905,72.99,48,78,4.54,RU,1624700454
420,Shelburne,44.0787,-80.2041,67.12,100,100,16.64,CA,1624700454
421,Belize,17.25,-88.75,81.25,99,93,2.1,BZ,1624700455
422,Sampit,-2.5333,112.95,82.63,75,37,5.86,ID,1624700455
423,Tilichiki,60.4667,166.1,50.76,83,100,0.34,RU,1624700455
424,Kavaratti,10.5669,72.642,83.44,70,15,17.2,IN,1624700456
425,Puerto Ayacucho,5.6639,-67.6236,73.36,91,92,2.04,VE,1624700456
426,Champagnole,46.7445,5.9135,68.56,60,91,4.47,FR,1624700457
427,Les Cayes,18.2,-73.75,76.87,81,89,4.16,HT,1624700457
428,Krasnyy Chikoy,50.3643,108.7512,83.1,35,6,2.33,RU,1624700457
429,Nālūt,30.3333,10.85,103.44,8,5,14.81,LY,1624700458
430,Gobabis,-22.45,18.9667,69.67,17,0,6.53,NA,1624700458
431,Srandakan,-7.9386,110.2506,61.74,86,76,8.99,ID,1624700459
432,Altea,38.5989,-0.0514,85.64,59,0,6.26,ES,1624700459
433,Broken Hill,-31.95,141.4333,47.91,81,40,0.0,AU,1624700459
434,Marystown,47.1666,-55.1483,55.27,81,65,6.91,CA,1624700460
435,Hong Kong,22.2855,114.1577,87.85,85,99,3.0,HK,1624700245
436,Nuevo Progreso,23.1667,-97.95,77.59,82,2,5.73,MX,1624700460
437,Ballina,-28.8667,153.5667,57.78,93,40,1.14,AU,1624700461
438,Lata,40.1629,-8.3327,80.49,45,0,6.64,PT,1624700461
439,Santa Luzia,-19.7697,-43.8514,58.28,91,0,6.91,BR,1624700461
440,Xenia,39.6848,-83.9296,73.81,87,1,8.05,US,1624700269
441,Brownwood,31.7093,-98.9912,78.57,84,0,18.63,US,1624700243
442,Nanortalik,60.1432,-45.2371,45.27,92,100,3.71,GL,1624700462
443,Klaksvík,62.2266,-6.589,49.12,85,42,17.09,FO,1624700463
444,Lesozavodsk,45.4794,133.4244,73.11,73,32,7.78,RU,1624700463
445,Port Shepstone,-30.7414,30.455,69.26,41,3,14.67,ZA,1624700463
446,Pasłęk,54.0616,19.6593,73.53,61,43,6.87,PL,1624700464
447,Vila Velha,-20.3297,-40.2925,60.75,100,20,4.61,BR,1624700435
448,Laas,46.6166,10.7002,70.36,53,27,2.95,IT,1624700464
449,Port-Gentil,-0.7193,8.7815,75.16,94,90,8.05,GA,1624700465
450,Pombas,17.1503,-25.0201,73.18,81,50,16.6,CV,1624700465
451,Anchorage,61.2181,-149.9003,56.66,75,75,4.0,US,1624700455
452,Northam,51.0333,-4.2167,62.67,72,100,10.96,GB,1624700466
453,College,64.8569,-147.8028,60.91,65,75,4.61,US,1624700179
454,Gimli,50.6336,-96.9907,59.05,94,65,8.05,CA,1624700466
455,Impfondo,1.6381,18.0667,95.67,34,7,2.62,CG,1624700467
456,Khartoum,15.5518,32.5324,106.02,24,51,1.01,SD,1624700379
457,Luba,3.4568,8.5547,84.09,84,100,3.11,GQ,1624700467
458,Slave Lake,55.2834,-114.769,60.78,88,75,2.3,CA,1624700468
459,Katsuura,35.1333,140.3,80.11,88,100,7.11,JP,1624700468
460,Ossora,59.2353,163.0719,48.56,92,66,6.53,RU,1624700468
461,Candolim,15.5181,73.7626,77.0,100,90,3.44,IN,1624700469
462,Aykhal,66.0,111.5,74.35,35,100,9.48,RU,1624700469
463,Jianhu,29.9799,120.5712,87.75,96,100,3.91,CN,1624700469
464,Senneterre,48.3835,-77.2328,64.62,100,100,3.91,CA,1624700470
465,Binga,-17.6203,27.3414,77.07,34,0,1.19,ZW,1624700470
466,Constitución,-35.3333,-72.4167,43.2,74,1,8.48,CL,1624700471
467,Kargasok,59.0556,80.8572,68.76,36,97,11.63,RU,1624700471
468,Kushima,31.4583,131.2333,75.24,82,100,9.33,JP,1624700471
469,Kloulklubed,7.0419,134.2556,77.5,68,100,6.93,PW,1624700472
470,Honggang,46.4667,124.8667,76.33,57,61,14.34,CN,1624700472
471,Pershotravneve,51.3929,28.8684,84.54,51,38,4.65,UA,1624700472
472,Kualakapuas,-3.0091,114.3876,80.76,76,47,4.21,ID,1624700473
473,Cruzília,-21.8386,-44.8083,54.43,89,18,3.69,BR,1624700473
474,Sungai Raya,0.7,108.9,81.91,82,32,4.54,ID,1624700474
475,Tallinn,59.437,24.7535,73.74,74,75,11.5,EE,1624700474
476,Ahipara,-35.1667,173.1667,60.62,88,100,11.25,NZ,1624700474
477,Khani,41.9563,42.9566,76.57,46,2,7.38,GE,1624700475
478,Aktobe,50.2797,57.2072,93.29,26,75,15.66,KZ,1624700475
479,Provideniya,64.3833,-173.3,42.22,89,100,12.21,RU,1624700476
480,Gejiu,23.306,103.1635,69.12,74,100,6.31,CN,1624700476
481,Lubango,-14.9172,13.4925,73.02,21,29,4.18,AO,1624700477
482,Lianyuan,27.6883,111.6642,88.84,72,100,3.96,CN,1624700477
483,Antalaha,-14.9003,50.2788,77.5,64,17,11.5,MG,1624700477
484,Dubovyy Umët,52.9763,50.2857,93.09,40,5,1.01,RU,1624700478
485,Usinsk,65.9939,57.5281,71.92,42,45,8.28,RU,1624700478
486,High Level,58.5169,-117.136,60.91,77,1,0.0,CA,1624700479
487,Kitob,39.0843,66.8332,91.98,13,0,9.91,UZ,1624700479
488,Kindu,-2.95,25.95,94.93,27,13,3.38,CD,1624700480
489,Turaif,31.6725,38.6637,98.85,20,0,4.61,SA,1624700480
490,Castelo do Piauí,-5.3222,-41.5525,73.94,56,62,3.44,BR,1624700480
491,Conde,-7.2597,-34.9075,69.26,88,0,10.36,BR,1624700481
492,Boden,65.8252,21.6886,64.4,39,30,2.57,SE,1624700481
493,Waipawa,-41.4122,175.5153,57.83,90,100,13.33,NZ,1624700481
494,Lumut,4.2323,100.6298,89.96,70,20,4.61,MY,1624700482
495,Tura,25.5198,90.2201,83.34,77,86,6.58,IN,1624700482
496,Bismarck,46.8083,-100.7837,60.64,95,1,4.61,US,1624700464
497,Conceição do Araguaia,-8.2578,-49.2647,69.93,94,0,5.75,BR,1624700483
498,Tual,-5.6667,132.75,81.27,78,100,18.99,ID,1624700483
499,Banepā,27.6298,85.5214,71.92,88,75,3.44,NP,1624700484
500,Międzychód,52.5988,15.897,73.67,47,32,6.82,PL,1624700484
501,Bandarbeyla,9.4942,50.8122,90.88,44,54,27.22,SO,1624700484
502,Port Hedland,-20.3167,118.5667,75.25,27,38,13.8,AU,1624700485
503,Lüderitz,-26.6481,15.1594,65.44,49,48,9.82,NA,1624700485
504,Vuktyl,63.8567,57.3094,70.52,56,66,5.3,RU,1624700486
505,Pontianak,-0.0333,109.3333,84.18,79,40,6.91,ID,1624700275
506,Beroroha,-21.6667,45.1667,83.61,23,0,2.06,MG,1624700486
507,Yarega,63.4354,53.5765,73.85,32,1,5.77,RU,1624700487
508,Caravelas,-17.7125,-39.2481,70.93,77,85,7.61,BR,1624700487
509,Morón,-34.6534,-58.6198,52.99,96,100,1.66,AR,1624700431
510,Araouane,18.9048,-3.5265,99.34,23,91,10.09,ML,1624700488
511,Yerbogachën,61.2767,108.0108,78.06,36,100,3.36,RU,1624700488
512,Serowe,-22.3833,26.7167,76.53,18,0,8.88,BW,1624700488
513,Asău,46.4333,26.4,81.75,71,90,2.82,RO,1624700489
514,Mount Gambier,-37.8333,140.7667,51.71,93,90,13.8,AU,1624700489
515,Yeniseysk,58.4497,92.1703,58.21,94,99,9.1,RU,1624700490
516,Coachella,33.6803,-116.1739,92.35,18,1,18.01,US,1624700490
517,Pacific Grove,36.6177,-121.9166,60.76,90,90,1.99,US,1624700490
518,Hualmay,-11.0964,-77.6139,61.23,88,86,8.28,PE,1624700491
519,Den Helder,52.9599,4.7593,72.99,85,90,5.99,NL,1624700491
520,Kamyshlov,56.8428,62.7111,72.07,84,100,4.65,RU,1624700492
521,Butembo,0.15,29.2833,78.39,36,84,3.27,CD,1624700492
522,Noumea,-22.2763,166.4572,73.99,99,64,10.31,NC,1624700492
523,Dāhānu,19.9667,72.7333,86.23,70,45,13.89,IN,1624700493
524,Qianjiang,30.4151,112.8859,83.07,83,100,9.31,CN,1624700493
525,Vertou,47.1687,-1.4693,64.06,82,90,5.75,FR,1624700494
526,Villarrica,-25.75,-56.4333,66.97,77,90,5.17,PY,1624700494
527,Yagodnoye,62.55,149.6667,67.86,47,44,5.59,RU,1624700494
528,Zeya,53.75,127.2667,75.96,73,29,2.95,RU,1624700495
529,Teguise,29.0605,-13.564,68.22,73,20,11.5,ES,1624700495
530,Barcelos,41.5388,-8.6151,78.28,55,8,7.02,PT,1624700393
531,Guerrero Negro,27.9769,-114.0611,62.47,94,10,8.52,MX,1624700496
532,Vanavara,60.34,102.2797,56.3,89,97,7.14,RU,1624700496
533,Tromsø,69.6496,18.957,56.05,71,75,8.05,NO,1624700496
534,Olavarría,-36.8927,-60.3225,43.43,93,100,4.79,AR,1624700497
535,Manaure,11.7751,-72.4445,78.3,83,74,7.65,CO,1624700497
536,Dombås,62.0696,9.1235,63.95,67,100,2.77,NO,1624700498
537,Birao,10.2849,22.7882,95.09,40,42,4.74,CF,1624700498
538,Tigil',57.8,158.6667,50.54,84,90,4.38,RU,1624700498
539,Christchurch,-43.5333,172.6333,51.33,91,75,4.61,NZ,1624700297
540,Kaohsiung City,22.6163,120.3133,84.09,83,75,3.0,TW,1624700499
541,Praia,14.9215,-23.5087,73.94,83,40,20.71,CV,1624700499
542,Matagami,49.7502,-77.6328,60.91,100,90,0.0,CA,1624700500
543,Vao,-22.6667,167.4833,72.34,72,51,23.42,NC,1624700500
544,Cedar City,37.6775,-113.0619,70.77,28,20,8.05,US,1624700283
545,Mossamedes,-15.1961,12.1522,80.22,45,24,6.91,AO,1624700501
546,Ust'-Karsk,52.7011,118.8077,80.74,52,97,2.93,RU,1624700501
547,Rāwah,34.4816,41.9093,106.75,10,0,1.52,IQ,1624700501
548,Teya,60.3778,92.6267,54.01,95,100,4.74,RU,1624700502
549,Camabatela,-8.1881,15.375,83.1,27,12,5.08,AO,1624700502
550,Abu Samrah,35.3029,37.1841,95.61,18,0,8.93,SY,1624700502
551,Filingué,14.3521,3.3168,97.2,28,36,6.22,NE,1624700503
552,Bairiki Village,1.3292,172.9752,84.2,74,75,13.8,KI,1624700503
553,Vostok,46.4856,135.8833,70.39,66,69,3.76,RU,1624700504
554,Poya,-21.35,165.15,72.3,76,82,5.44,NC,1624700504
555,Pámfila,39.1567,26.5217,92.97,58,20,3.44,GR,1624700504
556,Sun City West,33.662,-112.3413,88.86,21,0,1.01,US,1624700505
557,Ous,60.9058,61.5186,70.88,59,82,3.94,RU,1624700505
558,Hofn,64.2539,-15.2082,54.7,58,0,9.6,IS,1624700505
559,Sennar,13.5691,33.5672,97.9,24,66,8.57,SD,1624700506
560,Yoichi,43.2039,140.7703,71.64,80,54,2.55,JP,1624700506
561,Staraya Poltavka,50.4772,46.4814,95.04,32,96,9.04,RU,1624700507
562,Clearwater,27.9659,-82.8001,75.96,88,40,5.01,US,1624700332
563,Yaguajay,22.3272,-79.2378,75.25,89,90,7.16,CU,1624700507
564,Cacoal,-11.4386,-61.4472,66.33,68,32,2.48,BR,1624700507
565,Broome,42.2506,-75.833,68.5,84,1,1.01,US,1624700508
566,Marsh Harbour,26.5412,-77.0636,80.85,76,9,17.63,BS,1624700508
567,Saint-François,46.4154,3.9054,73.47,64,0,3.44,FR,1624700509
568,Ponta Delgada,37.7333,-25.6667,65.12,94,75,6.91,PT,1624700509
569,Margate,51.3813,1.3862,67.95,71,23,6.13,GB,1624700509
570,Mobaye,4.319,21.1786,93.11,41,4,1.14,CF,1624700510
571,Ostrovnoy,68.0531,39.5131,45.28,93,100,10.18,RU,1624700510
572,Port Macquarie,-31.4333,152.9167,53.89,67,0,7.58,AU,1624700510
573,Anori,-3.7728,-61.6442,70.68,99,44,1.48,BR,1624700511
574,Pevek,69.7008,170.3133,39.79,56,34,1.25,RU,1624700511
575,Alice Springs,-23.7,133.8833,51.35,50,0,8.05,AU,1624700512
576,La Libertad,-2.2333,-80.9,69.82,83,99,9.08,EC,1624700512
577,Teeli,51.0333,90.2333,64.49,45,100,5.99,RU,1624700513
578,Tulagi,-9.0996,160.1476,81.48,80,92,23.73,SB,1624700514
579,Nome,64.5011,-165.4064,55.47,72,90,11.5,US,1624700514
580,Mapiripán,2.8892,-72.1256,69.96,97,30,1.88,CO,1624700515
581,Florianópolis,-27.6146,-48.5012,63.63,87,75,4.61,BR,1624700329
582,Pemangkat,1.1667,108.9667,83.68,72,19,6.22,ID,1624700481
583,Caibarién,22.5206,-79.4669,74.52,86,83,7.78,CU,1624700516
584,Feicheng,35.2606,117.9675,84.96,54,81,11.36,CN,1624700516
585,Kyzyl-Suu,42.3414,78.0056,66.38,43,2,6.62,KG,1624700516
586,Bonnyville,54.2668,-110.735,58.8,79,74,2.82,CA,1624700517
587,Manali,13.1667,80.2667,93.29,61,79,5.75,IN,1624700517
588,Kristinestad,62.2743,21.376,67.64,57,72,13.02,FI,1624700518
589,Khanbari,27.3747,87.2039,82.94,74,75,5.06,NP,1624700518
590,Sain Alto,23.5833,-103.25,63.0,70,5,4.63,MX,1624700519
